Row,Area_Good_Normalized,Density_Good_Normalized,Purity_Good,Area_Best_Normalized,Density_Best_Normalized,Purity_Best
bagging,0.7496636358015907,1.2860058968400871,0.9937888198757764,0.0,0.0,0.0
gradient_boosting,0.9656141342949137,1.0046040605524624,0.9876543209876543,0.0,0.0,0.0
logistic_regression,0.9312086798518466,1.0417212610108568,1.0,0.014313583780140878,5.020146493629737,0.6666666666666666
mlp,0.8979593140967734,1.0736253203823072,1.0,0.12824538535325794,0.46691925293074016,1.0
random_forest,0.7535515852475166,1.2873171515137727,0.9938271604938271,0.0,0.0,0.0
svc_linear,0.9312086798518466,1.0417212610108568,0.9938271604938271,0.06118993059277924,4.8929814873841595,0.88
svc_rbf,0.9648580728858841,1.0178035047231866,0.9939024390243902,0.02108150641477741,1.7042493551310196,0.0
instance_easiness,0.7199021922134791,1.3308527779162813,0.99375,0.0,0.0,0.0
