instances,feature_CL,feature_CLD,feature_DCP,feature_F1,feature_Harmfulness,feature_LSC,feature_LSR,feature_N1,feature_N2,feature_TD_P,feature_TD_U,feature_Usefulness,feature_kDN,algo_bagging,algo_gradient_boosting,algo_logistic_regression,algo_mlp,algo_random_forest,algo_svc_linear,algo_svc_rbf
21,0.035787811925085955,0.03373110088618264,0.0,0.6923076923076923,0.0,0.44067796610169496,0.27475660939125435,0.0,0.28545016473584084,1.0,0.6,0.35593220338983056,0.0,0.0869473559984669,0.14239307274874508,0.0722638423106006,0.04830367814293992,0.05048988699870668,0.02685000450376392,0.018018734897276716
22,0.08155270493442046,0.07947940079149712,0.0,0.8846153846153846,0.025210084033613446,0.8983050847457628,0.5956536593440139,0.0,0.4567567998559726,1.0,0.6,0.7457627118644068,0.1,0.12021669149966074,2.5259289602407793,0.08138021197704567,0.039729237972613546,0.0832191548942798,0.017711880428253127,0.02097216020030528
23,0.03578808701071057,0.03373137586955394,0.0,0.6923076923076923,0.0,0.47457627118644063,0.4024010040481326,0.0,0.3428763542190202,1.0,0.6,0.22033898305084743,0.0,0.0867504769780375,0.1468372564090191,0.15901898469044137,0.048447525088636645,0.019200814973734524,0.07698608164836224,0.019409858129604798
24,0.03660502265068255,0.03454800790358736,0.0,0.8076923076923077,0.07563025210084033,0.864406779661017,0.6395586636174635,0.25,0.40493376438724427,1.0,0.6,0.3389830508474576,0.1,0.13250562798221457,0.17625714215795896,0.2264518929923551,0.04830960226077405,0.20889195259142918,0.1686192893851878,0.0414800980203824
25,0.03648261057882418,0.03442564131697007,0.0,0.8076923076923077,0.008403361344537815,0.8813559322033898,0.5928973728561121,0.0,0.39122510716654846,1.0,0.6,0.35593220338983056,0.1,0.16723163547390335,0.6179513131760567,0.26410828040599943,0.028434059801158155,0.19415977087947972,0.28061235790975864,0.052093575658911165
26,0.9688321618924453,0.9667708444048255,0.0,0.7692307692307692,0.008403361344537815,0.8983050847457628,0.5166387256129014,0.5,0.3860584569218959,1.0,0.6,0.9322033898305084,0.2,0.8615858272370132,0.7100187228299858,0.5750221630041794,0.08461421434668259,0.6793072541630059,0.40227479835425806,0.07000510606780613
27,0.03578780421447736,0.0337310931784402,0.0,0.7692307692307693,0.0,0.1694915254237288,0.2310356493034219,0.0,0.3257637950095229,1.0,0.6,0.23728813559322037,0.0,0.031997008205892546,0.06552752930468538,0.004840037110368864,0.03970892695751014,0.01915009638998137,0.016555346605549016,0.007350891104880538
28,0.035790359736516675,0.03373364775055565,0.0,0.7692307692307693,0.025210084033613446,0.7966101694915254,0.5635586285744312,0.0,0.3553627814196805,1.0,0.6,0.3728813559322034,0.0,0.07802575463235792,0.3405892813159285,0.03992720035588815,0.028363933754273176,0.07726368188099444,0.02178553263565568,0.022590823380101217
29,0.03578842715803732,0.03373171589044305,0.0,0.7692307692307693,0.008403361344537815,0.4576271186440678,0.39573920264982176,0.0,0.3853909099678364,1.0,0.6,0.23728813559322037,0.0,0.07832121914296467,0.23445664520786416,0.036486226071406,0.04024705387668516,0.01400226489708477,0.02021380782478392,0.03269920976099841
30,0.035787859541582256,0.03373114848497921,0.0,0.7307692307692308,0.0,0.5254237288135593,0.44048643255926845,0.0,0.3414336931034774,1.0,0.6,0.2542372881355932,0.0,0.033124027032756506,0.06550060361769916,0.03612799852353955,0.039708944561945916,0.024417247224247898,0.008507592063846681,0.00791803738220324
31,0.03578779763622264,0.03373108660263069,0.0,0.7692307692307693,0.0,0.38983050847457623,0.32211028031759836,0.0,0.34134642009372684,1.0,0.6,0.44067796610169496,0.0,0.021917277826402546,0.1653963133255233,0.019599196792794166,0.028362956200138466,0.02646444216765277,0.01410740107207092,0.03817712203532372
32,0.035787797601002924,0.03373108656742407,0.0,0.7307692307692308,0.0,0.10169491525423724,0.2577763646051643,0.0,0.2970279087191725,1.0,0.6,0.3389830508474576,0.0,0.037680693013240354,0.1399335360358771,0.0052576893426719866,0.04830367693843353,0.014907584330875714,0.006221153663490496,0.010905769325363922
33,0.03583206248649262,0.0337753349991895,0.0,0.7307692307692308,0.025210084033613446,0.7796610169491526,0.49306316632520153,0.0,0.4285395296518393,1.0,0.6,0.288135593220339,0.0,0.021917277826402546,0.17754042105938775,0.16244242953687807,0.02838642765422243,0.027652008671882958,0.11584604488968614,0.03380100136437484
34,0.03578781976534828,0.03373110872353069,0.0,0.7307692307692308,0.0,0.1694915254237288,0.2173950489060451,0.0,0.3030781585890079,1.0,0.6,0.6610169491525424,0.0,0.037680693013240354,0.1399335360358771,0.02797473032468726,0.0483036769309069,0.027382285851200328,0.009315423422913962,0.038861786176145094
35,0.035789305354344436,0.033732593760312124,0.0,0.8076923076923077,0.008403361344537815,0.576271186440678,0.4795379095814496,0.0,0.31953239975058934,1.0,0.6,0.18644067796610164,0.0,0.07257797742132018,0.1287406133406459,0.01855169101047562,0.04024705235941786,0.020797066542569725,0.021902284578047163,0.026197029018770794
36,0.03578863696369505,0.03373192561811306,0.0,0.8461538461538461,0.01680672268907563,0.5593220338983051,0.4667649888426103,0.0,0.37829700113464226,1.0,0.6,0.15254237288135597,0.0,0.02041607825986506,0.17754042105938775,0.17229235337064075,0.0284293680329674,0.01672973526903436,0.1105103622891758,0.03633772322176479
37,0.03584935299949055,0.03379261908521547,0.0,0.8461538461538461,0.0,0.6610169491525424,0.4694679450525303,0.0,0.3687942233080558,1.0,0.6,0.3728813559322034,0.0,0.0378129189920003,0.0702878389565297,0.018052080238793646,0.03970947577963843,0.02772206399431794,0.016871933741951083,0.011255449771422395
38,0.035880667143704637,0.033823921589937134,0.0,0.8076923076923077,0.04201680672268908,0.864406779661017,0.6066601568171959,0.25,0.3541030613071722,1.0,0.6,0.30508474576271183,0.1,0.029632160979638538,0.1653963133255233,0.06364713660402162,0.02836885561572049,0.029983902401869284,0.033389696242972444,0.032941908185442355
39,0.03784053349809424,0.035783059836983655,0.0,0.7307692307692308,0.09243697478991597,0.847457627118644,0.6196091170437266,0.0,0.38195491205503274,1.0,0.6,0.3728813559322034,0.2,0.17708017356338301,0.15824722786555895,0.637982454375412,0.04903238700042814,0.12470498168206881,0.5584115333486319,0.07400875108563691
40,0.03578822436017626,0.033731513167964855,0.0,0.7692307692307693,0.0,0.2542372881355932,0.16295621597089638,0.0,0.2933916134373461,1.0,0.6,0.6949152542372881,0.0,0.07761280663361309,0.9781145480970235,0.003922433296170782,0.048303676920367494,0.04277514685304541,0.01521599677238823,0.014886370427637281
41,0.03578783548157882,0.033731124433919235,0.0,0.8076923076923077,0.0,0.30508474576271183,0.23178134492620872,0.0,0.27987427329292713,1.0,0.6,0.3389830508474576,0.0,0.07601219601792107,0.14334239721609332,0.0959853382777588,0.04830368044372137,0.041937130974181724,0.03642575347774582,0.015242316270498648
42,0.03631885566610871,0.03426194725594883,0.0,0.8461538461538463,0.01680672268907563,0.864406779661017,0.550031335849153,0.0,0.3974230063164619,1.0,0.6,0.6610169491525424,0.1,0.06066800877795208,0.1476598031243858,0.08963869706097177,0.04844810888218024,0.020083457801328093,0.05639995694316323,0.024626027353119383
43,0.03578779774468044,0.03373108671104824,0.0,0.7307692307692308,0.0,0.13559322033898302,0.29989745299503767,0.0,0.29421966787317066,1.0,0.6,0.3220338983050848,0.0,0.07257797742132018,0.1293858492775164,0.0013292731885695512,0.040247043775973254,0.01421131867931275,0.007016059986145043,0.022072803788595698
44,0.40944286184757495,0.40729529025533373,0.9682539682539683,0.9230769230769231,0.058823529411764705,0.8813559322033898,0.5199914134804313,0.5,0.38019248311957055,1.0,1.0,0.711864406779661,0.3,1.918305903120313,4.001164224398628,0.1521769258678161,0.02852020420383887,0.7192524542062054,0.08367047102775704,0.04444516717408628
45,0.03580478331337644,0.03374806596598856,0.0,0.8076923076923077,0.03361344537815126,0.5932203389830508,0.41185104468291356,0.5,0.3624793429302251,1.0,0.6,0.288135593220339,0.0,0.06279605869238153,0.1476598031243858,0.5190609412571439,0.049495862205043345,0.013398457072611286,0.388433960772291,0.04869613188863069
46,0.03578781397176789,0.033731102932103796,0.0,0.7692307692307692,0.0,0.13559322033898302,0.30297371285554864,0.0,0.3609726840506863,1.0,0.6,0.5423728813559322,0.0,0.031997008205892546,0.06552752930468538,0.030665700854057152,0.03970896045251349,0.025118154955703638,0.18687305730429943,0.007084835202156474
47,0.03578779782507313,0.03373108679141096,0.0,0.6538461538461539,0.0,0.10169491525423724,0.2843078337665088,0.0,0.3248716953375367,1.0,0.6,0.38983050847457623,0.0,0.07257797742132018,0.1293858492775164,0.0028184292830909486,0.04024704375114594,0.012828364659352895,0.0054216990575453065,0.022075615883437347
48,0.035787798111986624,0.033731087078217814,0.0,0.7307692307692308,0.0,0.4067796610169492,0.4279939520653794,0.0,0.28557923112487105,1.0,0.6,0.30508474576271183,0.0,0.021917277826402546,0.17754042105938775,0.01586281521812131,0.028362194540585157,0.014380305226462508,0.008241124847138877,0.020705794559793017
49,0.03578779770381768,0.03373108667020064,0.0,0.7307692307692308,0.008403361344537815,0.10169491525423724,0.23745438568917787,0.0,0.32949238348440113,1.0,0.6,0.23728813559322037,0.0,0.056681341790711416,0.1476598031243858,0.017901055954628275,0.0484468651345796,0.011327882153316041,0.022329232353989717,0.012668466115539938
50,0.03578779760100281,0.03373108656742396,0.0,0.6538461538461539,0.0,0.0847457627118644,0.205306144596068,0.0,0.3188948177736387,1.0,0.6,0.35593220338983056,0.0,0.019055235358602828,0.1653963133255233,0.012937231238606807,0.028362383835435698,0.016304037467129932,0.01958391862420815,0.018820821300830355
51,0.03578779813569011,0.03373108710191253,0.0,0.6538461538461539,0.0,0.711864406779661,0.45911777472010684,0.0,0.4577020851979907,1.0,0.6,0.6440677966101696,0.0,0.02357307882543643,0.1653963133255233,0.07204991309478521,0.028363411984288194,0.020747875379802855,0.013907643487728308,0.051245208907438465
52,0.03578779761626194,0.03373108658267737,0.0,0.7692307692307693,0.0,0.22033898305084743,0.32553101251604466,0.0,0.33683377347276844,1.0,0.6,0.27118644067796616,0.0,0.07257797742132018,0.17395994128134654,0.0038340368949919632,0.0402470437734649,0.013460809030188769,0.013314990449331439,0.022287943290127815
53,0.0357877976011125,0.03373108656753365,0.0,0.6538461538461539,0.0,0.13559322033898302,0.24899274931268034,0.0,0.29229771023121165,1.0,0.6,0.44067796610169496,0.0,0.056681341790711416,0.1476598031243858,0.0024688510210316068,0.048446586731474034,0.01188711864985582,0.0017593384933899093,0.014055375729921884
54,0.03578779760105011,0.03373108656747126,0.0,0.6923076923076923,0.0,0.0847457627118644,0.13733835075190948,0.0,0.2458558537577069,1.0,0.6,0.3220338983050848,0.0,0.037680693013240354,0.1399335360358771,0.005140352729732434,0.04830367692755552,0.01635412644155825,0.011359308677118334,0.009960571320991244
55,0.035787798942689686,0.03373108790861218,0.0,0.8076923076923077,0.0,0.1694915254237288,0.3082094560508898,0.0,0.30489783565758255,1.0,0.6,0.27118644067796616,0.0,0.07257797742132018,0.1293858492775164,0.0075994486895892,0.04024704779302121,0.012828364659352895,0.008466506341865486,0.023315499639779233
56,0.0357877978495289,0.03373108681585768,0.0,0.7307692307692308,0.0,0.11864406779661019,0.16825385680427185,0.0,0.34320082218377046,1.0,0.6,0.30508474576271183,0.0,0.07257797742132018,0.16386196301911435,0.01071300793753843,0.04024713030117906,0.01400226489708477,0.03680064510595382,0.027257137427567357
57,0.03578779762055029,0.033731086586964165,0.0,0.7307692307692308,0.0,0.10169491525423724,0.20966915154301413,0.0,0.25240738893847037,1.0,0.6,0.3389830508474576,0.0,0.044012259072370746,0.14027780183793567,0.006419363378087677,0.04830367692521179,0.01635412644155825,0.008671125697477355,0.010471703218337429
58,0.035787797609794114,0.03373108657621199,0.0,0.7307692307692308,0.0,0.05084745762711862,0.1860264897451176,0.0,0.2699540531679182,1.0,0.6,0.22033898305084743,0.0,0.056681341790711416,0.1476598031243858,0.006505357650342893,0.04844658747737094,0.011327882153316041,0.006835223274365697,0.011014062641364824
59,0.03578779760107054,0.033731086567491686,0.0,0.7307692307692308,0.0,0.3389830508474576,0.40393884094352506,0.0,0.3427190934968538,1.0,0.6,0.4067796610169492,0.0,0.056681341790711416,0.1476598031243858,0.005727840295530165,0.04844659624722325,0.014837840831089005,0.010583498218317262,0.01238154607159098
60,0.029140397697983378,0.027082017906877198,0.16666666666666663,0.34615384615384615,0.0,0.8028169014084507,0.5722711018293947,0.0,0.427068679890113,1.0,0.8,1.0,0.0,0.41061596493485986,0.11523124450467497,0.018564721615594002,0.030004579500921426,0.24097647491566893,0.023749921450186794,0.09582287880297406
61,0.029141160394186016,0.027082439607024333,0.16666666666666663,0.5,0.0,0.9577464788732395,0.7145232250346829,0.0,0.44971057006222914,1.0,0.8,0.9436619718309859,0.2,0.0904680089754221,0.11507909569803698,0.05438326455842859,0.018016222025705013,0.035834821738529865,0.017475689188392613,0.05252418714721765
62,0.10492585291632217,0.09042655098601876,0.16666666666666663,0.576923076923077,0.04672897196261682,0.9859154929577465,0.7394245372406529,0.5,0.5007718687222171,1.0,0.8,0.9014084507042254,0.4,3.118769950207274,1.6756952622333445,0.5241718093892687,0.02468872848415731,1.1550782589150173,0.5934612015543813,0.19377490725918023
63,0.029142914469056702,0.02708453345413797,0.031746031746031744,0.5769230769230769,0.0,0.9154929577464789,0.7067094616347454,0.0,0.4733981084823091,1.0,1.0,0.7887323943661972,0.2,0.24597752937347422,0.37453510403420187,0.06844511585042029,0.015262048215711992,0.18535341487192372,0.017276407591780858,0.044121261386704566
64,0.029286931936904015,0.027228481206369337,0.031746031746031744,0.6538461538461539,0.0,0.7605633802816901,0.46482396194006403,0.0,0.2693376959163465,1.0,0.8,0.8450704225352113,0.0,0.03939581790394728,0.11005510106858023,0.051544556737774506,0.01801622297070887,0.031613567297086684,0.004314823832985586,0.0350928056932536
65,0.029140397697590914,0.027082017906684908,0.031746031746031744,0.5,0.0,0.47887323943661975,0.4613017728471672,0.0,0.31556662870307295,1.0,0.8,0.7464788732394366,0.0,0.026370898462866586,0.030982703847099908,0.004779184965118335,0.015251826642249812,0.016547228368174315,0.0008477290769458816,0.026000924537956282
66,0.030005091741052037,0.027946294025810448,0.031746031746031744,0.7307692307692308,0.08411214953271028,0.9859154929577465,0.67239810158758,0.5,0.5469891693217943,1.0,0.8,0.7464788732394366,0.4,0.13433009933201615,0.9446087579784488,0.14970175015913345,0.01745772649304692,0.06406520108872843,0.06550670547229007,0.12130101239407919
67,0.09864339181473625,0.0965555599627595,0.031746031746031744,0.5384615384615384,0.09345794392523364,0.9859154929577465,0.6445227448439556,1.0,0.5032708170503314,1.0,0.8,0.971830985915493,0.4,0.7836599974659109,0.09314346296710327,0.44800170223184654,0.015302986743060628,0.33215608452881284,0.03135758069522546,0.05534910266103022
68,0.02914041669975398,0.027082036899646333,0.031746031746031744,0.46153846153846156,0.0,0.7605633802816901,0.5851423742145725,0.0,0.36137916356759014,1.0,0.8,0.6901408450704225,0.0,0.037407875931647974,0.10870796228892309,0.008970371669365696,0.018016221892426153,0.020013091453449438,0.004098724719305249,0.030988930385370716
69,0.029407079886168086,0.02722936134651338,0.16666666666666663,0.5769230769230769,0.0,0.9577464788732395,0.6082900279068261,0.0,0.39670594255411284,1.0,0.8,0.9577464788732395,0.4,0.08604024217375428,0.7451057053635618,2.698856967734146,3.923594264247083,0.14162718214132233,3.0216719021425535,0.1575268000848001
70,0.02914039769815746,0.0270820179072519,0.031746031746031744,0.38461538461538464,0.0,0.6619718309859155,0.4686910456590393,0.0,0.36816441454599136,1.0,0.8,0.971830985915493,0.0,0.027184480608130872,0.02863094768104951,0.04527553701779394,0.015251827345080007,0.017297677620009583,0.0017236029551066262,0.03315224756464298
71,0.4444178823136067,0.42830857244540776,0.0,0.7692307692307693,0.07476635514018691,0.971830985915493,0.6704023036362906,0.0,0.4911913010740685,1.0,0.6,0.7887323943661972,0.4,0.77883550347923,0.20672004151257845,0.35527652275024874,0.03079864447152767,0.4322068094007738,0.19538636753884536,0.17418530835735563
72,0.03250348562012417,0.030443489508790444,0.031746031746031744,0.6153846153846154,0.018691588785046728,0.971830985915493,0.6159382731305975,0.0,0.4996283184763831,1.0,1.0,0.9436619718309859,0.5,0.0471624374453708,0.02635341031409269,0.08811949805403349,0.020499820061808286,0.06899279802289858,0.0274501631435136,0.046805405840901995
73,0.029140500395376634,0.027082119549120653,0.031746031746031744,0.6538461538461539,0.018691588785046728,0.8309859154929577,0.6187435311342433,0.0,0.46322885365713884,1.0,1.0,0.7323943661971831,0.0,0.16111384678841328,0.37453510403420187,0.04738776075726562,0.015256788718662411,0.08233433678456323,0.0307669868106682,0.1240770195079091
74,0.04044117827008875,0.0383774593952495,0.0,0.5384615384615384,0.009345794392523364,0.971830985915493,0.6365935435074681,0.0,0.48890359096090164,1.0,0.6,1.0,0.9,2.347838218476054,0.7697621914257433,0.589910779906392,0.030878960383426104,2.8477595119049,0.10059472276831519,0.10453392305795053
75,0.02923795710314836,0.027179530076812508,0.0,0.46153846153846156,0.018691588785046728,0.9295774647887324,0.5652531141428687,0.0,0.44539211172984816,1.0,0.6,0.9154929577464789,0.2,0.06127075868136379,0.3448286967641512,0.07804829380941085,0.01740438110784227,0.02834197958703681,0.029536603982668348,0.09665701406881098
76,0.02914039770108645,0.027082017908595934,0.031746031746031744,0.5384615384615385,0.0,0.647887323943662,0.56312774244958,0.0,0.41337790850514466,1.0,0.8,0.7323943661971831,0.0,0.03249564951003197,0.09955457768959025,0.0032180179615537365,0.020494766396094204,0.02809735244947319,0.003268701450809569,0.07753235151415908
77,0.02914045996672987,0.02708208014566882,0.031746031746031744,0.46153846153846156,0.0,0.9014084507042254,0.6948288909116012,0.0,0.4554703094202819,1.0,0.8,0.7887323943661972,0.1,0.13546613144489067,0.07423217915185497,0.01910878795738039,0.015251835384438481,0.08853311564306368,0.0007433667172340404,0.03140782267252779
78,0.029141270110219608,0.02708250026965614,0.031746031746031744,0.6538461538461539,0.0,0.8309859154929577,0.6275714852872791,0.0,0.4612466655578904,1.0,0.8,0.6901408450704225,0.0,0.07669490427293095,0.12559148102434295,0.06639418165836175,0.03000457953911816,0.03514718410063098,0.005906324113691862,0.10817566850126052
79,0.029140411197772664,0.027082031400328,0.031746031746031744,0.38461538461538464,0.0,0.8169014084507042,0.5295438704940713,0.0,0.42022678649078726,1.0,0.8,0.971830985915493,0.0,0.0483993681120997,0.11335229421213237,0.04715322745516561,0.018016221904257775,0.020894638523161087,0.011751232567060102,0.039564221568118924
80,0.029142179748972707,0.027083799095059646,0.031746031746031744,0.6923076923076923,0.018691588785046728,0.9436619718309859,0.6242955069896547,0.0,0.44764566004640016,1.0,0.8,0.7887323943661972,0.3,0.028212963530225173,0.1057159919903421,0.03043163250063731,0.01738026488620348,0.012259480953267217,0.011588057542032692,0.0761661242257381
81,0.02914039775618671,0.027082017965253002,0.031746031746031744,0.42307692307692313,0.0,0.5633802816901409,0.5547531901184816,0.0,0.3342247087630906,1.0,0.8,0.5774647887323944,0.0,0.026370898462866586,0.02818382641608315,0.004428033072054195,0.015251826261056674,0.016146429002200594,7.51378087286902e-05,0.0244783061426423
82,0.03162440265850974,0.029564826690339274,0.031746031746031744,0.8076923076923077,0.21495327102803738,0.9577464788732395,0.7171539918081695,0.25,0.47811233136120757,1.0,0.8,0.5492957746478873,0.3,0.09199984643811032,0.06273750416805218,0.17394907800359855,0.02050687175008367,0.06276333289612741,0.056733415801115836,0.1038964786174921
83,0.029140397697685616,0.027082017906775946,0.031746031746031744,0.42307692307692313,0.0,0.3943661971830986,0.4362884294854844,0.0,0.26417463867026114,1.0,0.8,0.704225352112676,0.0,0.02381120622484329,0.10578474046748686,0.00392889445953368,0.01738025867876753,0.010367949462813445,0.0019122098756396706,0.036142585766579305
84,0.9636120310857366,0.9513328852730183,0.975,0.7307692307692308,0.24299065420560748,0.9859154929577465,0.7502031645518423,0.5,0.5055140553279129,1.0,0.8,0.8873239436619719,0.7,1.2952601493167923,1.2500161194781134,0.728392332507462,2.9719349475353227,2.0092341324232086,0.464693072814836,2.8486716803784016
85,0.0291404129282552,0.02708203312997398,0.031746031746031744,0.6153846153846154,0.0,0.7323943661971831,0.5026495989695994,0.0,0.394081837278181,1.0,0.8,0.7746478873239436,0.0,0.02891689935003776,0.02863094768104951,0.06261394380233491,0.015253018974549327,0.02110435618527671,0.018470234865883887,0.031065040017043907
86,0.029140752637303424,0.027082372674508193,0.031746031746031744,0.6153846153846154,0.0,0.7605633802816901,0.6439178383549518,0.0,0.3967066755465176,1.0,0.8,0.46478873239436624,0.0,0.05703473536231645,0.06807715438357399,0.054893220675716406,0.030004580582396922,0.014646931046800966,0.011453123497256188,0.05493813931966649
87,0.029140397698614096,0.027082017907242406,0.031746031746031744,0.5769230769230769,0.0,0.2676056338028169,0.4229418339811316,0.0,0.28807999565258846,1.0,0.8,0.619718309859155,0.0,0.030916496284613897,0.1089026895404598,0.0024846668881116185,0.01801622189242502,0.012608148691530164,0.0011806123680998346,0.04184256134590879
