Row,z_1,z_2
1,0.5903762398844817,-0.06270842459651838
2,0.2935220382044486,0.09116882034444558
3,0.8722010947653758,-0.2968416046906762
4,0.8205022903631874,-0.22727618607131253
5,-0.11394732024381239,-0.3496636275261755
6,0.24452021644858785,0.005260792824013684
7,0.44550901824295236,-0.1351338451289115
8,0.6870811584586554,-0.14207295002100145
9,0.44734329005004375,-0.08115393732901562
10,0.43980614436859966,0.109487726774603
11,0.5042777866090218,-0.17448850649793973
12,0.3052537911468202,-0.005240520879120582
13,0.5286696482715807,-0.09157299460207025
14,0.6236822596869198,-0.06664225590472965
15,0.43052157273938907,0.012103260759595853
16,0.36545588513558963,0.04815826941833737
17,0.1917488146227346,0.23311430066457436
18,0.36485456882282347,0.1657530286768
19,0.5763671196038177,-0.12200323735651314
20,0.48023514954931673,-0.12118284770464409
21,0.9280165744091942,-0.29536601736237117
22,-0.16789687405718992,1.3602072796374616
23,0.48622855178460417,0.0005140642546698477
24,-0.6215509051019222,0.5631171139745018
25,-0.3145553138074729,0.40398923680366594
26,-0.2993298499134659,1.695230931135628
27,0.335086182781917,0.03794457292895672
28,0.5251483978915334,0.006533587212118117
29,0.39381863322459837,-0.007766052370969959
30,0.9083385605818315,-0.16322305029340697
31,0.7880346574317217,-0.21855486090003928
32,0.48390881861307966,-0.2069789535697305
33,0.5196860213008871,0.11167959205381314
34,0.2968143791650925,-0.005270199641635357
35,0.22186938693284508,0.10333052819830632
36,0.34088009779026207,-0.053568675957053495
37,0.1826230347136827,0.017162710818866493
38,-0.6240206216396729,0.562749900336818
39,-0.3819204912951567,0.540070501109028
40,0.5469474677357133,0.04673546209327964
41,0.7545704955638243,-0.22197914854133202
42,-0.4884013618919668,0.559568737933902
43,0.5367977787620944,0.025466734240010117
44,-1.3136429923197963,1.313642992319797
45,0.6140344818714498,0.07415395161724206
46,0.46223555716012704,-0.15020961699978472
47,0.4838266848483076,0.046213712570429645
48,0.6133215820827748,-0.2513592593765899
49,0.6333037259573948,-0.17890087497511506
50,0.30419307108244276,0.03830391564444863
51,0.43703641324303005,-0.02323492305701498
52,0.5641224537978275,-0.19526302953533248
53,0.6191943108475744,0.033507412785530974
54,0.36166958936123084,-0.11534942898369827
55,0.886156028960541,-0.4193407310469384
56,0.42497028274702536,0.05799857580552563
57,0.4708542220886088,-0.0232084993677916
58,0.568259741660704,-0.033463645014665054
59,0.7585190363540704,-0.029612954311019856
60,-0.053534279395538745,-1.1754723366970765
61,-1.4004495258570153,-0.41468017618684755
62,-1.3184431878137817,1.2728448612632677
63,-1.0463498578168549,-0.24613471481952487
64,-0.3937061138277993,-0.4350905460515122
65,0.29351401796999543,-0.9128811488142684
66,-1.2427835196667834,-0.04840440896398743
67,-0.870067804876763,1.4283089114815797
68,0.05409529408363335,-0.6104466031228444
69,-1.339924943079597,-0.394449893049164
70,-0.13218827112908335,-0.6060398749640605
71,-0.013239664142771466,1.3385782305873726
72,-0.677076794951466,-0.31619843757323174
73,-0.11971325895214739,-0.775763866046322
74,-0.28893311837336577,0.6682188119255259
75,-0.34082876335407297,-0.17889071533425863
76,-0.06639653547594024,-0.5457556544333478
77,-0.9877129643676512,-0.24663145949547427
78,-0.30692696029391553,-0.5050855493112567
79,-0.06302087691355089,-0.7712868113257206
80,-0.9758592771858512,-0.23693463487983077
81,-0.03293095521103962,-0.780065443894596
82,-1.2092355747832537,0.11381296526443527
83,-0.24115926234655488,-0.6130910899629132
84,-1.3136429923197963,1.313642992319797
85,-0.30762372474817246,-0.5891928122244787
86,-0.048662245398437894,-0.7713449236265387
87,-0.14157579198518336,-0.7039802445119924
88,-0.03203022205004489,-0.6567973414349247
89,0.003907276048546405,-0.5081195506743502
90,-0.125548045726133,-0.5372209642470124
91,0.02656860665365272,-0.7609377872351206
92,0.36002456028346846,-1.0075008269719286
93,-0.5631580964612398,-0.7533014265988949
94,0.21933390980615225,-0.8150119045836954
95,0.33034481345151695,-1.075131253042133
96,-0.4125448684919233,0.061459457774542564
97,-0.895387660873314,-0.21395482919874112
98,-0.998755456677114,-0.31333382223857215
99,-0.9043941085915931,0.11843294646849298
100,-0.1548965927945533,-0.5576439022224331
101,-0.8336651969807455,-0.3383912259276126
102,0.02913988907836348,-0.6693388169759442
103,0.4261936987788782,-1.0531072169902587
104,-0.03583982550121439,-0.6517167429230383
105,-0.10396700351921954,-0.5509463291642497
106,-0.02169713536608612,-0.6487403925102703
107,-0.09798349658809184,-0.7199192728666204
108,-0.2165681054433714,-0.4763246325671086
109,0.03097462994898462,-0.7142910442336471
110,-1.0584763969115165,-0.06624153334402916
111,-0.7686855572284961,-0.32018380163780147
112,-0.23784245049405692,-0.5221429065789914
113,-0.7297884391072875,-0.44608294399131787
114,-0.05935823478483541,-0.5827923820014381
115,-0.12392031985205477,-0.6824862970401283
116,-0.02744562744541077,-0.721824593108707
117,-0.13557353665378855,-0.6019397119626776
118,0.21232257619748007,-0.8553965399638129
119,-1.181307040365849,0.21697097587179198
120,-0.31525793213282405,-0.6231427520848477
121,-0.9090335667106827,-0.3463048553355031
122,-1.207376251909261,0.02427789709588025
123,0.06858670635755865,-0.7596872565785601
124,-1.2044818310927699,0.03184869532506643
125,-0.09219385805379679,-0.7061694569144393
126,0.17752578638154853,-0.7403652343645007
127,-0.053454090437949256,-0.6958423861198134
128,-0.11235365021413461,-0.6524315138159831
129,-0.11042428249740154,-0.5816142347399398
130,-0.21994871307794828,-0.5183390873727562
131,-0.5898934030327508,0.807385943009232
132,0.19547349742525663,0.47748876260910106
133,0.014491950171637768,0.46970538616890034
134,0.022690030815259964,0.5289794785841809
135,-0.8542506421429031,1.1097474493131425
136,0.08828949403216008,0.4360581081488814
137,0.46271135640597133,0.2599207450194681
138,-0.5625232677861598,0.8095716485777096
139,-0.6235432648419177,0.8290991643212606
140,-0.1650484561622058,0.9378508766012148
141,1.2735106668043892,0.11155656790989177
142,0.3678781486873696,0.8292246141204853
143,-0.6970705699517776,0.9277625120965478
144,-0.630394216020509,0.8550219503303199
145,0.3585150022377522,0.651351507091295
146,0.7925330920730286,0.49937396016703545
147,0.30642695218512994,0.34080581123014764
148,0.44067667638880276,0.3006035335958241
149,0.46956782633880945,0.21491678267537645
150,0.13855735394331445,0.4755121417774735
151,0.09093369728703844,0.43206757538917934
152,0.3598809961173235,0.398922748994301
153,0.2517851824907682,0.35078592695001976
154,0.42020968744389126,0.21429935826755275
155,-0.39955112818626176,0.6273732710837867
156,0.04441422688405722,0.5092821416031205
157,0.7667438118487107,0.018792220460928332
158,0.8056975233049315,0.46138154379118507
159,0.703709278856752,0.1642951789585572
160,0.17400584958814472,0.4530205131069243
161,0.05662348785749059,0.4584695201438921
162,-0.21615371400799008,0.17058830984000792
163,-0.8641280598421234,1.0860831256832515
164,-0.21473738767506467,0.7459383946087527
165,0.11199143541815454,0.4913635542311027
166,-0.626908733682893,0.8874395563200522
167,0.133006163706827,0.4988745022483425
168,0.454539080419233,0.235321695346433
169,0.07016052458041921,0.5280298099252378
170,0.08526998983721766,0.5044654882973912
