Row,kDN,N1,CL,DCP
1,-0.5794726156709987,-0.2693804636877157,-0.10181699939494118,-1.221783309456085
2,-0.2500208988818255,0.7039030395373477,-0.13681233318159114,-1.0810694526146138
3,-0.8944576527259765,-1.4438059352248893,-0.17701903088947982,-1.2812979082313856
4,-1.2571466018295778,-0.17781839967559487,-0.19182971287082465,-1.1759680122542615
5,-1.1436979542832342,-0.45195740458801603,0.3928275934337219,2.3783377042694176
6,0.10881170332053051,-0.2794926753133456,-0.1856037666744938,-0.9758960689079715
7,-0.4361068114113005,0.06267977609549419,-0.4063667485676946,-1.1800841544210021
8,-1.065545432058291,0.2153098606674945,-0.1857054243154994,-1.1444324628215778
9,-0.40955854544317527,0.0991806745355293,-0.31303302205963884,-1.2026245298729665
10,-0.4758207834827496,0.6781241606591134,-0.027510965883946865,-1.2326798973501771
11,-0.40340455148858767,-0.591963654013046,-0.3072997483595286,-1.0952239810947175
12,-0.20907238331459005,0.31215002529425917,-0.2527927301625758,-1.0476060999195707
13,-0.6743197880964309,0.3938426565208056,-0.3175677300883469,-1.2605141364294539
14,-0.7197636988684091,-0.2255244848885959,-0.04368309417429124,-1.1411109925276501
15,-0.6840198197438474,0.7839462506683188,-0.1292235723129496,-0.9978064264555058
16,-0.33902525697184,0.39924076564348654,-0.10557173285040984,-1.061413765110937
17,0.05499243513833023,0.6666291705276559,0.067193929006349,-1.043390838190585
18,-0.31587431979038283,0.8809654638108382,-0.0394872673165761,-1.2862470092586233
19,-0.4338153124089437,-0.7109629092737779,-0.16911852317031686,-1.2000183640419275
20,-0.3549288790908225,-0.37969752892405373,-0.28450560431038746,-1.1652674517279293
21,-1.3268773199692478,-0.9202648600752661,-0.08568674069501686,-1.0790695280107498
22,1.6235641795125693,0.5885475840478578,1.8928439116191542,-1.172492072479135
23,-0.5744298688884188,0.4000825790970246,-0.13806953062564004,-1.17811403711598
24,1.6235641795125693,2.075768739796385,-0.277147457409634,-1.1139252280967975
25,1.6235641795125693,0.08469336029815802,-0.10826510200552159,-1.2300787174735026
26,1.6235641795125693,2.075768739796385,2.207500920975547,-1.2570272588079634
27,-0.1066098305161517,0.08030418156049922,-0.1615603556956783,-1.1543285150096538
28,-0.8444742495668511,0.7830964056996313,-0.09602121164312453,-1.098264522564249
29,-0.22845391017293934,-0.08536161863276398,-0.15622802503098948,-1.1158048088252612
30,-1.4180679836369978,-0.1270912816778573,-0.002693782684387942,-1.211649141364009
31,-1.2046604346302208,-0.11931952300454579,-0.20900777251674227,-1.1670185197321206
32,-0.49470509586956324,-0.21694253034673558,-0.4510013366272655,-1.1252444358438387
33,-0.7744895142524642,1.146175475029506,-0.044875340480061594,-1.3228220214710191
34,0.15912198674457614,-0.35002050612324737,-0.27197533401892704,-1.2365478909556538
35,0.10993818260151698,0.3228077682394445,-0.1798266461410469,-1.170838887821969
36,-0.07320905782199029,-0.2714947724918757,-0.2706450599476323,-1.1045703344444302
37,-0.019114346908297098,0.4600877718250472,-0.3057102615923917,-0.9637612529800432
38,1.6235641795125693,2.075768739796385,-0.27576637332685866,-1.1045112183919539
39,1.6235641795125693,0.5389075305893062,0.09598862616779334,-1.1142831661958512
40,-0.7617190200530184,0.46426796351137883,0.048633935404939696,-1.0868440696942088
41,-0.7882924569153044,-1.0535079102628695,-0.1383467973416827,-1.1721150091779806
42,1.6235641795125693,1.2448163908899958,-0.05680956244380479,-1.1194006025061607
43,-0.7090178111066359,0.5749883744853157,-0.0852047835900568,-1.2296976491758842
44,1.6235641795125693,2.075768739796385,2.207500920975547,2.3783377042694176
45,-1.3987488746515941,2.075768739796385,-0.09688183071304786,-1.2349961208266367
46,0.07044341519282449,-1.56421868707167,-0.19249618172391042,-1.1146238813451412
47,-0.47512439436197307,0.25222138980784664,-0.043808515860693044,-1.2022615197068183
48,-0.026436321081410898,-2.1774105747495893,-0.24000242456619528,-1.2578460656787682
49,-0.37886940228079125,-1.0756398951004176,-0.252950908225067,-1.3475380784469129
50,-0.1079011840329402,0.09144414647953131,-0.135754201143395,-1.036409589783977
51,-0.19069330490537448,-0.33059346066771556,-0.1618170806442601,-1.2131327693504093
52,-0.2712255559872578,-1.2489496364308221,-0.2456611638247386,-1.1677404210405842
53,-0.911021069422872,0.7379704385865908,-0.041970690917922146,-1.2993505051614693
54,-0.2576564612885425,-0.1427598662523531,-0.3422075190731623,-1.0090144081907355
55,-0.9621947525520727,-1.8236166073793842,-0.2734556468091472,-1.1010774574337154
