instances,feature_kDN,feature_N1,feature_CL,feature_DCP,algo_bagging,algo_gradient_boosting,algo_logistic_regression,algo_mlp,algo_random_forest,algo_svc_linear,algo_svc_rbf
155,0.1,0.0,0.05551568342580304,0.025000000000000022,0.07558929124903643,0.124164657538147,0.1990465498186193,0.056190160090781184,0.07139849317697057,0.11895980234144925,0.04371417694701028
156,0.0,0.0,0.05551568328168344,0.025000000000000022,0.05099705060046733,0.12268307963263902,0.003584941042840077,0.05618129510531109,0.01376014728844441,0.0021936610563637726,0.013063290692281066
157,0.0,0.0,0.05551568328167811,0.025000000000000022,0.034386104915785934,0.32886481454858785,0.006778471282243365,0.06277138722200332,0.011502982306909585,0.0022347620627403268,0.02280065627171711
158,0.0,0.0,0.055515683342838296,0.0,0.04358067678575997,0.13139545166416577,0.018077990921720792,0.041431293978782646,0.044847001987649765,0.005244080983450345,0.00726679110049238
159,0.0,0.0,0.05551568328167833,0.025000000000000022,0.09032146614294606,1.0043836337669818,0.18942685642357285,0.05315500235874975,0.1609324756350496,0.015205977465732603,0.03851065905361209
160,0.0,0.0,0.05551568328167811,0.025000000000000022,0.04049097286496196,0.2749724485658051,0.015442298848645864,0.06277138231724337,0.028954161249729986,0.0002110493045310687,0.026670931636838497
161,0.0,0.0,0.055515683367540536,0.025000000000000022,0.031207224471129044,0.20644182831208951,0.02849142801278184,0.031353133777650116,0.04269732277577184,0.009108320077057256,0.027683564433973396
162,0.0,0.0,0.055515770791679464,0.8333333333333334,0.03709500137140703,0.15445292988618475,0.03268365569671123,0.031361024513316876,0.0434746536303531,0.09775455878967103,0.01781604538096592
163,0.1,0.25,0.05551764779654833,0.025000000000000022,0.04049097286496196,0.15723540279241072,0.09277459741456547,0.06295786057999105,0.023233759813055466,0.1401346781725297,0.049720326264982295
164,0.0,0.14285714285714285,0.05551575836613276,0.025000000000000022,0.02679993685438024,0.15445487555502682,0.02482649975050771,0.03135523243230267,0.02355451751822272,0.03769836715086855,0.019460230876935977
165,0.0,0.0,0.05551568328167811,0.025000000000000022,0.03075685895780837,0.08896778317021957,0.0041116592740962354,0.041431204310001274,0.02258819558436666,0.0017347628734990647,0.005742794587330178
166,0.1,0.0,0.05551568334415691,0.025000000000000022,0.02679993685438024,0.15512136591436135,0.04696083326815408,0.031356597885772386,0.022056079922177316,0.03673190888457964,0.035133197767563185
167,0.0,0.0,0.05551568328167811,0.025000000000000022,0.05099705060046733,0.12173919296117479,0.012395001233554673,0.05618127849622474,0.016050437148883774,0.00498625610093861,0.010082523400271746
168,0.0,0.0,0.05551568328167811,0.025000000000000022,0.034386104915785934,0.22115464146527758,0.0046566414494353765,0.06277138262460455,0.010310489427536715,0.0013258765575019735,0.02360994158027066
169,0.0,0.0,0.05551568328170253,0.025000000000000022,0.02812912436018972,0.20259718165834387,0.011207759427273437,0.03135305190510809,0.02221508216925444,0.00772383353211251,0.020124459359294484
170,0.0,0.0,0.05551568328178391,0.025000000000000022,0.03158337625046714,0.0824867458547948,0.00950853376615457,0.04143114169726024,0.02511206668495123,0.05112346407347014,0.006268502235705015
171,0.0,0.0,0.05551761881617878,0.025000000000000022,0.02812912436018972,0.1945179789859257,0.21107101605441186,0.03157405115917674,0.04983046039215744,0.17592892143778222,0.05412774344544569
172,0.0,0.0,0.05551568328167811,0.025000000000000022,0.04034446590349158,0.3551863791126794,0.007131593425569004,0.04143121952080667,0.06132494731755398,0.0022750793234369584,0.006770414898639786
173,0.0,0.0,0.05551568328167811,0.025000000000000022,0.035900828791696135,0.1458739859101978,0.03750783736713023,0.053155002019288466,0.019376270310518,0.05217564915016519,0.009973590382805674
174,0.0,0.0,0.05551568328168022,0.025000000000000022,0.02679993685438024,0.2019850815204219,0.03710498464322424,0.031354312115219614,0.021382828571017008,0.09996895142587302,0.017406722088438617
175,0.0,0.0,0.055515683283329675,0.025000000000000022,0.034386104915785934,0.25777038589247847,0.007202097994782991,0.0627713898019683,0.011072495720469927,0.0027289547374663033,0.019893979923512814
176,0.0,0.0,0.05551568328167811,0.0,0.05932065109716959,0.12150114626915406,0.01707080925987808,0.056181278576322304,0.018024083954979512,0.012461631014664439,0.010929804492975216
177,0.0,0.0,0.05551568328167811,0.0,0.06950712292313008,0.12150114626915406,0.007068189398421819,0.05618127981161603,0.0184876438946605,0.005727450930795223,0.011518848200115665
178,0.0,0.0,0.05551568328167811,0.025000000000000022,0.05099705060046733,0.1227168653452679,0.0050680895141016775,0.056181278364725876,0.01320402016685479,0.0062692229783825075,0.010687571555108565
