instances,feature_kDN,feature_N1,feature_CL,feature_DCP,algo_bagging,algo_gradient_boosting,algo_logistic_regression,algo_mlp,algo_random_forest,algo_svc_linear,algo_svc_rbf
55,0.0,0.0,0.035787798942689686,0.0,0.07257797742132018,0.1293858492775164,0.0075994486895892,0.04024704779302121,0.012828364659352895,0.008466506341865486,0.023315499639779233
56,0.0,0.0,0.0357877978495289,0.0,0.07257797742132018,0.16386196301911435,0.01071300793753843,0.04024713030117906,0.01400226489708477,0.03680064510595382,0.027257137427567357
57,0.0,0.0,0.03578779762055029,0.0,0.044012259072370746,0.14027780183793567,0.006419363378087677,0.04830367692521179,0.01635412644155825,0.008671125697477355,0.010471703218337429
58,0.0,0.0,0.035787797609794114,0.0,0.056681341790711416,0.1476598031243858,0.006505357650342893,0.04844658747737094,0.011327882153316041,0.006835223274365697,0.011014062641364824
59,0.0,0.0,0.03578779760107054,0.0,0.056681341790711416,0.1476598031243858,0.005727840295530165,0.04844659624722325,0.014837840831089005,0.010583498218317262,0.01238154607159098
60,0.0,0.0,0.029140397697983378,0.16666666666666663,0.41061596493485986,0.11523124450467497,0.018564721615594002,0.030004579500921426,0.24097647491566893,0.023749921450186794,0.09582287880297406
61,0.2,0.0,0.029141160394186016,0.16666666666666663,0.0904680089754221,0.11507909569803698,0.05438326455842859,0.018016222025705013,0.035834821738529865,0.017475689188392613,0.05252418714721765
62,0.4,0.5,0.10492585291632217,0.16666666666666663,3.118769950207274,1.6756952622333445,0.5241718093892687,0.02468872848415731,1.1550782589150173,0.5934612015543813,0.19377490725918023
63,0.2,0.0,0.029142914469056702,0.031746031746031744,0.24597752937347422,0.37453510403420187,0.06844511585042029,0.015262048215711992,0.18535341487192372,0.017276407591780858,0.044121261386704566
64,0.0,0.0,0.029286931936904015,0.031746031746031744,0.03939581790394728,0.11005510106858023,0.051544556737774506,0.01801622297070887,0.031613567297086684,0.004314823832985586,0.0350928056932536
65,0.0,0.0,0.029140397697590914,0.031746031746031744,0.026370898462866586,0.030982703847099908,0.004779184965118335,0.015251826642249812,0.016547228368174315,0.0008477290769458816,0.026000924537956282
66,0.4,0.5,0.030005091741052037,0.031746031746031744,0.13433009933201615,0.9446087579784488,0.14970175015913345,0.01745772649304692,0.06406520108872843,0.06550670547229007,0.12130101239407919
67,0.4,1.0,0.09864339181473625,0.031746031746031744,0.7836599974659109,0.09314346296710327,0.44800170223184654,0.015302986743060628,0.33215608452881284,0.03135758069522546,0.05534910266103022
68,0.0,0.0,0.02914041669975398,0.031746031746031744,0.037407875931647974,0.10870796228892309,0.008970371669365696,0.018016221892426153,0.020013091453449438,0.004098724719305249,0.030988930385370716
69,0.4,0.0,0.029407079886168086,0.16666666666666663,0.08604024217375428,0.7451057053635618,2.698856967734146,3.923594264247083,0.14162718214132233,3.0216719021425535,0.1575268000848001
70,0.0,0.0,0.02914039769815746,0.031746031746031744,0.027184480608130872,0.02863094768104951,0.04527553701779394,0.015251827345080007,0.017297677620009583,0.0017236029551066262,0.03315224756464298
71,0.4,0.0,0.4444178823136067,0.0,0.77883550347923,0.20672004151257845,0.35527652275024874,0.03079864447152767,0.4322068094007738,0.19538636753884536,0.17418530835735563
72,0.5,0.0,0.03250348562012417,0.031746031746031744,0.0471624374453708,0.02635341031409269,0.08811949805403349,0.020499820061808286,0.06899279802289858,0.0274501631435136,0.046805405840901995
73,0.0,0.0,0.029140500395376634,0.031746031746031744,0.16111384678841328,0.37453510403420187,0.04738776075726562,0.015256788718662411,0.08233433678456323,0.0307669868106682,0.1240770195079091
74,0.9,0.0,0.04044117827008875,0.0,2.347838218476054,0.7697621914257433,0.589910779906392,0.030878960383426104,2.8477595119049,0.10059472276831519,0.10453392305795053
75,0.2,0.0,0.02923795710314836,0.0,0.06127075868136379,0.3448286967641512,0.07804829380941085,0.01740438110784227,0.02834197958703681,0.029536603982668348,0.09665701406881098
76,0.0,0.0,0.02914039770108645,0.031746031746031744,0.03249564951003197,0.09955457768959025,0.0032180179615537365,0.020494766396094204,0.02809735244947319,0.003268701450809569,0.07753235151415908
77,0.1,0.0,0.02914045996672987,0.031746031746031744,0.13546613144489067,0.07423217915185497,0.01910878795738039,0.015251835384438481,0.08853311564306368,0.0007433667172340404,0.03140782267252779
78,0.0,0.0,0.029141270110219608,0.031746031746031744,0.07669490427293095,0.12559148102434295,0.06639418165836175,0.03000457953911816,0.03514718410063098,0.005906324113691862,0.10817566850126052
79,0.0,0.0,0.029140411197772664,0.031746031746031744,0.0483993681120997,0.11335229421213237,0.04715322745516561,0.018016221904257775,0.020894638523161087,0.011751232567060102,0.039564221568118924
80,0.3,0.0,0.029142179748972707,0.031746031746031744,0.028212963530225173,0.1057159919903421,0.03043163250063731,0.01738026488620348,0.012259480953267217,0.011588057542032692,0.0761661242257381
81,0.0,0.0,0.02914039775618671,0.031746031746031744,0.026370898462866586,0.02818382641608315,0.004428033072054195,0.015251826261056674,0.016146429002200594,7.51378087286902e-05,0.0244783061426423
82,0.3,0.25,0.03162440265850974,0.031746031746031744,0.09199984643811032,0.06273750416805218,0.17394907800359855,0.02050687175008367,0.06276333289612741,0.056733415801115836,0.1038964786174921
83,0.0,0.0,0.029140397697685616,0.031746031746031744,0.02381120622484329,0.10578474046748686,0.00392889445953368,0.01738025867876753,0.010367949462813445,0.0019122098756396706,0.036142585766579305
84,0.7,0.5,0.9636120310857366,0.975,1.2952601493167923,1.2500161194781134,0.728392332507462,2.9719349475353227,2.0092341324232086,0.464693072814836,2.8486716803784016
85,0.0,0.0,0.0291404129282552,0.031746031746031744,0.02891689935003776,0.02863094768104951,0.06261394380233491,0.015253018974549327,0.02110435618527671,0.018470234865883887,0.031065040017043907
86,0.0,0.0,0.029140752637303424,0.031746031746031744,0.05703473536231645,0.06807715438357399,0.054893220675716406,0.030004580582396922,0.014646931046800966,0.011453123497256188,0.05493813931966649
87,0.0,0.0,0.029140397698614096,0.031746031746031744,0.030916496284613897,0.1089026895404598,0.0024846668881116185,0.01801622189242502,0.012608148691530164,0.0011806123680998346,0.04184256134590879
88,0.0,0.0,0.029140397697540843,0.031746031746031744,0.030916496284613897,0.1089026895404598,0.0015166523325691958,0.018016221892424456,0.0132705477995963,0.0005955083170091327,0.04555311326894852
89,0.0,0.0,0.029140398000154888,0.031746031746031744,0.01998623035430307,0.02094425011594208,0.009557399689168765,0.020494772442428325,0.01686897113635579,0.00409043982506321,0.07695623583421482
90,0.0,0.0,0.02914039769792831,0.031746031746031744,0.030916496284613897,0.1089026895404598,0.0025610927705922715,0.01801622189242468,0.012608148691530164,0.0010008622330211295,0.04564186570373284
91,0.0,0.0,0.02914042162765884,0.031746031746031744,0.01998623035430307,0.019872245384089153,0.005146266768412119,0.020494766764165624,0.017231405761302443,0.003190050987891594,0.0765514913420341
92,0.0,0.0,0.029140424245378216,0.031746031746031744,0.089194582646271,0.1575291739527419,0.04953683278596299,0.030004579632751053,0.03721205226470578,0.004082595112781251,0.09044541177976202
93,0.0,0.0,0.029255875749596538,0.16666666666666663,0.04758404934346621,0.1326533727624204,0.06557514361468568,0.01738123307862024,0.026160605116746144,0.02245327268149032,0.08486228257614381
94,0.0,0.0,0.029140511899174548,0.031746031746031744,0.01998623035430307,0.020930557734788684,0.026976774717688393,0.02049477031703497,0.01686897113635579,0.00752037529530156,0.035541237575742464
95,0.0,0.0,0.029140417941650343,0.031746031746031744,0.02427816301689323,0.10578474046748686,0.010117077455287251,0.0173802594623983,0.010702052522013323,0.0044308056924576445,0.04477339928123786
96,0.4,0.0,0.029141764731735242,0.0,0.12993711559507834,0.19093928645625657,0.391610361491941,0.02056099967095057,0.12712162695104748,0.20237617228559485,0.03904217920807934
97,0.2,0.0,0.029146350074692018,0.031746031746031744,0.04404448226889915,0.10606563186106253,0.3322592601791675,0.01751793784943472,0.028583539002749125,0.5511322011967441,0.10731782120098009
98,0.1,0.0,0.029140627870070657,0.031746031746031744,0.030916496284613897,0.1105688316058141,0.012371315130282022,0.01801622189245249,0.02316059340607504,0.0033572599818569955,0.031223604179062708
99,0.3,0.0,0.035396825018086386,0.031746031746031744,0.13325815320836773,0.2793549186428345,0.17923228504880603,0.017658517165458493,0.024750769939801208,0.03459246588879325,0.09505925291689911
100,0.0,0.0,0.029140406009334874,0.031746031746031744,0.05977425491085293,0.08341217626905781,0.0910083969477466,0.030004579623921012,0.017776739706789543,0.00374893333567701,0.05516455222293656
101,0.1,0.0,0.02914046628525324,0.031746031746031744,0.024766791576328624,0.10656378612797612,0.02667963238762295,0.017380258907605757,0.011577218272886698,0.003019115130774399,0.05088762633897248
102,0.0,0.0,0.029140397811919017,0.031746031746031744,0.06606353131505235,0.17457734657153487,0.01455908716698201,0.030004579489941504,0.032669806038948125,0.003996512118490344,0.07963177034216862
103,0.0,0.0,0.0291405133397985,0.031746031746031744,0.030916496284613897,0.10903272251687288,0.025185297773488168,0.01801622189274131,0.014904524022162387,0.01839712338376621,0.05768307962457321
104,0.0,0.0,0.029140397707597798,0.031746031746031744,0.024528059254024615,0.10578474046748686,0.0022874990644747317,0.017380258659908186,0.009176701343874077,0.0009948583302935904,0.050346658184117744
105,0.0,0.0,0.029140607110300643,0.031746031746031744,0.02444891090903955,0.02094425011594208,0.02948920249359132,0.020494788101512725,0.018952568678557626,0.010461770598308561,0.04043996133380829
106,0.0,0.0,0.02914039769774235,0.031746031746031744,0.032587403566319575,0.1014165744764992,0.009052589344442237,0.018016221892451022,0.01468817611553991,0.0029967676890166745,0.04593232907836953
107,0.0,0.0,0.029140398029710246,0.031746031746031744,0.05703473536231645,0.0787814520716281,0.015197817685414488,0.03000457996229955,0.015961455548527955,0.00275688451029576,0.046075371703869814
108,0.0,0.0,0.029141735710785932,0.031746031746031744,0.032587403566319575,0.1089026895404598,0.044404781617903205,0.018016221976202375,0.01468817611553991,0.02170892701749381,0.04771135281930024
109,0.0,0.0,0.029140398352054953,0.031746031746031744,0.01998623035430307,0.020930557734788684,0.003549952251119241,0.020494766352184637,0.01686897113635579,0.0012631759973068344,0.028587406649431022
110,0.3,0.0,0.02914723123567986,0.031746031746031744,0.06792447860948152,0.10828500309917005,0.20532210145070937,0.03000836831002158,0.025012725288162355,0.10338740256797394,0.08900244750550011
111,0.1,0.0,0.029140397718884548,0.031746031746031744,0.022063294306387572,0.02094425011594208,0.013011686770231817,0.020494767108772422,0.022192579565241143,0.0010258919322556363,0.03611583334085493
112,0.0,0.0,0.029140413236826257,0.031746031746031744,0.01998623035430307,0.020930557734788684,0.006429128496769915,0.020494767084612467,0.01845610609215624,0.004510330871196466,0.02954755254600425
113,0.2,0.0,0.029140397698651732,0.031746031746031744,0.045634498301914926,0.1370580793252258,0.06672869676273145,0.017385695239300395,0.02077599588051507,0.04206558767779277,0.0672688583681411
114,0.0,0.0,0.029140397698525278,0.031746031746031744,0.05703473536231645,0.10193373494498,0.006039190163135823,0.030004579356576806,0.01580797744075371,0.0010665456118913088,0.07629322857376372
115,0.0,0.0,0.029140398199603013,0.031746031746031744,0.030916496284613897,0.1089026895404598,0.005820463925544791,0.018016221892425927,0.012608148691530164,0.0027168346049465334,0.032391249447605665
116,0.0,0.0,0.02914039769753396,0.031746031746031744,0.026370898462866586,0.02789402115871126,0.0007040544601373501,0.015251826260798074,0.016547228368174315,2.3594401273118146e-06,0.027048807924654267
117,0.0,0.0,0.029140397698330878,0.031746031746031744,0.026370898462866586,0.03221770179886622,0.0025397312991837814,0.01525182627591351,0.016146429002200594,0.0003611634360294216,0.02408588237921989
118,0.0,0.0,0.029140400520387688,0.031746031746031744,0.026370898462866586,0.03221770179886622,0.0031745627849473,0.015251826312844519,0.016146429002200594,0.0002444027496074767,0.025245384012300857
119,0.6,1.0,0.031787830662519,0.031746031746031744,0.0904680089754221,0.11477323700122348,0.5881281576178569,0.01812447633501063,0.24660841239338416,0.3312524908560258,0.12959266410214046
120,0.0,0.0,0.029140397702644538,0.031746031746031744,0.05703473536231645,0.07558960239256607,0.01103865789934881,0.030004579593682672,0.018314303243744157,0.004662584736164822,0.04675656578996268
121,0.3,0.0,0.02914094569302983,0.031746031746031744,0.030916496284613897,0.1097082695935709,0.0443762029474018,0.01801622189466786,0.016152664598106378,0.02010900227539223,0.05490932074189341
122,0.4,1.0,0.029140397890187075,0.031746031746031744,0.1578493193363376,0.03325135473933783,0.19198708928258845,0.01658311175868208,0.18518449189477698,0.36114027783835023,0.06671015158450716
123,0.0,0.0,0.02914039770990806,0.031746031746031744,0.0390931609673834,0.10890038819078235,0.013243093271896756,0.01801622189280088,0.015262954819893837,0.007931389095182824,0.05033599138803301
124,0.2,0.5,0.029140398887408603,0.031746031746031744,0.03507218845357714,0.10900108604580323,0.06360511532161363,0.01738258237474576,0.025708399282584053,0.046626507368254196,0.05292613609772436
125,0.0,0.0,0.029140398381008126,0.031746031746031744,0.07389262107519864,0.1222219422691104,0.11578751100457096,0.030006476094484192,0.019095850438613195,0.035679430379335325,0.05575200655827497
126,0.0,0.0,0.029140409525509448,0.031746031746031744,0.01998623035430307,0.02094425011594208,0.007350094337152088,0.02049476687195455,0.0185884831569784,0.0037270951223391195,0.030161401129310265
127,0.0,0.0,0.029140692026605852,0.031746031746031744,0.043911388416262236,0.05285990650060718,0.015064495527798542,0.015251905539867895,0.05645734130113497,0.0029268535361382975,0.028204272113168064
128,0.0,0.0,0.029140397697869358,0.031746031746031744,0.05703473536231645,0.1026420543788784,0.044592692896952155,0.030004579399666484,0.01580797744075371,0.0008702186944803171,0.08641355310394022
129,0.0,0.0,0.029140398164196335,0.031746031746031744,0.02381120622484329,0.10578474046748686,0.004255793173639159,0.01738025869729452,0.009826342820462863,0.0019189335302991302,0.03349760052944979
130,0.0,0.0,0.02914180204595218,0.031746031746031744,0.02891689935003776,0.03221770179886622,0.08589641371275118,0.015253797210763888,0.021913058543399772,0.027046509147863693,0.12313178796393172
131,0.1,0.0,0.05812897550939389,0.025000000000000022,0.1340151764277176,0.42219489876792604,0.36956875188866983,0.06337492816035868,0.07548502587385482,0.9449263872285958,1.539396339898479
132,0.0,0.0,0.055517431894908986,0.025000000000000022,0.06052097747837522,0.2067396311517088,0.054676023664868345,0.06277202575025699,0.012477323964108014,0.022707922756921628,0.045393699529948046
133,0.0,0.0,0.05551589574305771,0.025000000000000022,0.056657365814986996,0.13234473360397117,0.1466342241879444,0.05619990589498664,0.017405821000344886,0.1322986771669714,0.029612369335749546
134,0.0,0.0,0.0555229884826518,0.025000000000000022,0.09919204661019379,0.15456876496264543,0.08051651378144772,0.0627731007467023,0.04474277032304477,0.040913575827281695,0.0589092738661397
135,0.3,0.5,0.05553617331409455,0.025000000000000022,0.0640676890018237,0.3234787011573969,0.811620199561419,4.338946257651514,0.13821459598831665,0.8459885334778383,0.040773202713950366
136,0.0,0.0,0.05551568375480154,0.025000000000000022,0.04049097286496196,0.257656225360686,0.06893142966937202,0.0627726846099341,0.011970219175627642,0.014295411298918136,0.05927451984858415
137,0.0,0.0,0.05551598138413094,0.025000000000000022,0.37197420139207926,0.7580948364824791,0.0894160368314593,0.053173548978707616,0.15143386126943154,0.1207019019554402,0.019502111053759364
138,0.1,0.0,0.055515775578036,0.025000000000000022,0.04049097286496196,0.6786932697659616,0.1405146209377565,0.06309024962341087,0.027995545083591176,0.309840393766776,0.06992547820530699
139,0.1,0.0,0.055515722361538566,0.025000000000000022,0.03189484686348318,0.08896778317021957,0.07350782883640314,0.04272162724332218,0.027510639556016445,0.08542744439310043,0.019796440150699226
140,0.1,0.0,0.056148656346655335,0.0,0.07415775865128058,0.14902314786892598,0.40287433908335196,0.06339242535322427,0.10765552577224576,0.32465746870377066,0.02544741175881761
141,0.0,0.0,0.055599436461007845,0.0,0.22468118729231698,0.7252690960461777,0.04621231106264855,0.03136102616827642,0.11395809943829094,0.08285090451195365,0.03679745554259854
142,0.0,0.0,0.05552870371192653,0.0,0.200507857143458,0.3488510960062344,0.019152023493372704,0.053155028906178695,0.08465637106118176,0.0664277920017311,0.014939334391346818
143,0.1,0.0,0.05554003793000051,0.025000000000000022,0.08240821930475782,0.2937427489271999,0.04772098063227379,0.03135671903764527,0.06549771811841673,0.07176008072532293,0.03130802981421898
144,0.1,0.0,0.05552725894237254,0.025000000000000022,0.08247855965818279,0.08896778317021957,0.08014949570462858,0.04466423413031673,0.07848701549480401,0.11652016947971328,0.020184354778742728
145,0.0,0.0,0.05551568330413181,0.0,0.08183307589361932,0.16147131003135337,0.012385411361707465,0.05315500220479229,0.059381017448488525,0.018719374225733377,0.016968486696137913
146,0.0,0.0,0.055516198089976765,0.0,0.07270674556883552,0.20132155123109483,0.047227966454028145,0.05315601218011899,0.03508599644135607,0.03864955399032879,0.019224234717312924
147,0.0,0.0,0.055515688338370395,0.025000000000000022,0.06305486522073293,0.32636485691718364,0.007564153773130161,0.05618210024990799,0.02846402719221574,0.014080250245453277,0.023240166518733965
148,0.0,0.0,0.05551568328226164,0.025000000000000022,0.03075685895780837,0.21039286582223224,0.0032224579268600234,0.04143117284703833,0.03000976459983628,0.003664839025681799,0.005431429504985773
149,0.0,0.0,0.055515683281688544,0.025000000000000022,0.035900828791696135,0.1458739859101978,0.004773222144272129,0.05315500216528602,0.020155167508714825,0.003645431209711609,0.009380075135707868
150,0.0,0.0,0.05551568328167833,0.025000000000000022,0.1261994483021361,0.12176728973149957,0.0031965765783878663,0.05618128535957523,0.021147006589185408,0.002232737848970626,0.01142406655758234
151,0.0,0.0,0.055515683283163586,0.025000000000000022,0.4525380250902813,0.43667775524560903,0.004907322297649432,0.03135298708827282,0.09458765519725629,0.0031289548955702076,0.024163118734212095
152,0.0,0.0,0.05551568328167811,0.025000000000000022,0.09919204661019379,0.1896167536000873,0.0025630747774799626,0.06277138085736414,0.019496745158838785,0.00016101404696487428,0.026746542256504677
153,0.0,0.0,0.0555159424077345,0.025000000000000022,0.03611432995723398,0.09498949206693272,0.044700758988102815,0.04143159086562427,0.04381618411772468,0.12068029007563567,0.01531564782545381
154,0.0,0.0,0.05551568328167811,0.025000000000000022,0.03778367238514296,0.7388539497728033,0.010511577759820779,0.0531550020353996,0.035380983492093065,0.006110130113163884,0.015725778559129464
